idx	status	level	score	techniques
546	solved	极端	7854	隐藏唯一数(Hidden Single)*9, Locked Candidates Type 1 (Pointing)*6, 三链列(Swordfish)*1, 摩天楼(Skyscraper)*1, Discontinuous Nice Loop*10, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Almost Locked Set XY-Wing*2, 成组 AIC*1, 双线风筝(2-String Kite)*1, XYZ-Wing*1, Locked Candidates Type 2 (Claiming)*2, Finned X-Wing*1, Naked Single*27, Full House*20, Almost Locked Set Chain*2, Hidden Triple*1, Naked Pair*1, XY链(XY-Chain)*4, Naked Triple*1, 唯一性测试 4*1
547	stuck	-	5588	Naked Single*2, 隐藏唯一数(Hidden Single)*5, Locked Candidates Type 1 (Pointing)*4, 双线风筝(2-String Kite)*1, Finned Swordfish*1, AIC*1, Forcing Chain Contradiction*7, Discontinuous Nice Loop*1, 成组不连续环(Grouped Discontinuous Nice Loop)*3
548	stuck	-	1848	隐藏唯一数(Hidden Single)*2, Locked Candidates Type 1 (Pointing)*1, Locked Candidates Type 2 (Claiming)*1, 空矩形(Empty Rectangle)*1, Finned Swordfish*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Almost Locked Set XZ-Rule*2, Forcing Chain Contradiction*1
549	solved	极端	6256	隐藏唯一数(Hidden Single)*18, Locked Candidates Type 1 (Pointing)*5, Finned X-Wing*1, Discontinuous Nice Loop*6, 三链列(Swordfish)*1, AIC*4, 隐式矩形(Hidden Rectangle)*3, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Naked Quadruple*1, Forcing Chain Contradiction*1, Naked Pair*1, 唯一性测试 2*1, Naked Single*15, Locked Candidates Type 2 (Claiming)*1, W-Wing*3, 多宝鱼(Turbot Fish)*1, Naked Triple*1, Sashimi X-Wing*1, Full House*21
550	stuck	-	2520	Naked Single*3, Full House*1, 隐藏唯一数(Hidden Single)*1, Naked Triple*1, 双线风筝(2-String Kite)*2, Finned X-Wing*1, Finned Swordfish*1, Discontinuous Nice Loop*1, Forcing Chain Contradiction*3
551	solved	极端	6108	隐藏唯一数(Hidden Single)*12, Naked Single*20, Locked Candidates Type 1 (Pointing)*6, Forcing Chain Contradiction*6, Finned Franken Swordfish*1, Almost Locked Set XY-Wing*1, Locked Candidates Type 2 (Claiming)*3, Discontinuous Nice Loop*3, Naked Triple*1, AIC*1, Naked Pair*3, Remote Pair*2, Full House*20
552	stuck	-	6852	隐藏唯一数(Hidden Single)*3, Locked Candidates Type 1 (Pointing)*5, 双线风筝(2-String Kite)*1, Almost Locked Set XY-Wing*2, Forcing Chain Contradiction*4, 成组不连续环(Grouped Discontinuous Nice Loop)*6, Sue de Coq*1, 空矩形(Empty Rectangle)*1, 隐式矩形(Hidden Rectangle)*3, Finned Swordfish*1, 成组连续环(Grouped Continuous Nice Loop)*1, Almost Locked Set XZ-Rule*1, Forcing Chain Verity*1
553	solved	极端	7506	隐藏唯一数(Hidden Single)*10, Naked Single*24, Locked Candidates Type 1 (Pointing)*8, 隐藏数对(Hidden Pair)*1, 空矩形(Empty Rectangle)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Forcing Chain Contradiction*10, Sashimi X-Wing*1, Almost Locked Set XZ-Rule*1, Almost Locked Set XY-Wing*1, XYZ-Wing*1, Naked Pair*1, X-Wing*1, W-Wing*1, Full House*20
554	solved	极端	6714	隐藏唯一数(Hidden Single)*5, Locked Candidates Type 1 (Pointing)*6, Naked Triple*2, 三链列(Swordfish)*1, Forcing Chain Contradiction*2, Naked Pair*2, Discontinuous Nice Loop*4, Finned X-Wing*1, Almost Locked Set XY-Wing*2, Almost Locked Set XZ-Rule*1, Forcing Chain Verity*1, 空矩形(Empty Rectangle)*1, Almost Locked Set Chain*1, 成组连续环(Grouped Continuous Nice Loop)*1, Locked Candidates Type 2 (Claiming)*2, XY链(XY-Chain)*3, Naked Single*31, AIC*1, 唯一性测试 2*1, Full House*20
555	solved	极端	6184	Naked Single*27, 隐藏唯一数(Hidden Single)*9, Locked Candidates Type 1 (Pointing)*8, Locked Candidates Type 2 (Claiming)*3, Discontinuous Nice Loop*2, Almost Locked Set XY-Wing*3, 隐式矩形(Hidden Rectangle)*1, Forcing Chain Contradiction*4, 成组不连续环(Grouped Discontinuous Nice Loop)*1, 成组 AIC*1, XY链(XY-Chain)*1, AIC*2, 多宝鱼(Turbot Fish)*1, Full House*20, XY-Wing*1
556	solved	极端	6448	隐藏唯一数(Hidden Single)*18, Discontinuous Nice Loop*2, Forcing Chain Contradiction*7, Almost Locked Set XY-Wing*2, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Naked Single*15, Locked Candidates Type 1 (Pointing)*2, W-Wing*2, Naked Pair*1, Full House*19
557	stuck	-	1896	Naked Single*2, Full House*1, 隐藏唯一数(Hidden Single)*1, Locked Candidates Type 1 (Pointing)*1, 隐式矩形(Hidden Rectangle)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Almost Locked Set XZ-Rule*2, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*1
558	solved	极端	10860	隐藏唯一数(Hidden Single)*7, Locked Candidates Type 1 (Pointing)*3, Naked Pair*1, 双线风筝(2-String Kite)*2, 空矩形(Empty Rectangle)*1, Finned X-Wing*1, Discontinuous Nice Loop*9, Forcing Chain Contradiction*9, AIC*1, Almost Locked Set XZ-Rule*1, Almost Locked Set XY-Wing*1, Hidden Triple*1, X-Wing*1, 隐藏数对(Hidden Pair)*1, Sue de Coq*1, Locked Candidates Type 2 (Claiming)*1, Naked Triple*2, 三链列(Swordfish)*1, Locked Pair*1, W-Wing*1, X链(X-Chain)*1, XY链(XY-Chain)*2, Naked Single*27, Full House*21
559	solved	极端	3710	隐藏唯一数(Hidden Single)*7, Locked Candidates Type 1 (Pointing)*5, Discontinuous Nice Loop*5, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*1, Locked Pair*1, Naked Pair*1, 唯一性测试 1*1, Sue de Coq*1, 摩天楼(Skyscraper)*1, 隐藏数对(Hidden Pair)*1, Naked Single*29, Full House*19
560	solved	极端	8890	隐藏唯一数(Hidden Single)*8, Locked Candidates Type 1 (Pointing)*4, 隐藏数对(Hidden Pair)*2, 双线风筝(2-String Kite)*2, Discontinuous Nice Loop*3, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Locked Candidates Type 2 (Claiming)*2, Forcing Chain Contradiction*11, Naked Single*26, 隐式矩形(Hidden Rectangle)*2, AIC*1, 摩天楼(Skyscraper)*1, Full House*21
561	solved	极端	9108	隐藏唯一数(Hidden Single)*13, Locked Candidates Type 1 (Pointing)*6, Locked Candidates Type 2 (Claiming)*3, Naked Triple*1, Discontinuous Nice Loop*3, 成组不连续环(Grouped Discontinuous Nice Loop)*5, Almost Locked Set XZ-Rule*2, Almost Locked Set XY-Wing*2, Almost Locked Set Chain*1, Forcing Chain Verity*2, Naked Pair*1, Forcing Chain Contradiction*5, Full House*21, Naked Single*18, Sue de Coq*1, 唯一性测试 1*1, XY链(XY-Chain)*1, W-Wing*1
562	solved	极端	9418	隐藏唯一数(Hidden Single)*7, Locked Candidates Type 1 (Pointing)*6, 摩天楼(Skyscraper)*1, Almost Locked Set Chain*1, Forcing Chain Contradiction*3, Almost Locked Set XZ-Rule*3, Naked Triple*4, AIC*1, 成组不连续环(Grouped Discontinuous Nice Loop)*4, Discontinuous Nice Loop*3, Almost Locked Set XY-Wing*3, Forcing Chain Verity*1, Sue de Coq*1, 成组 AIC*1, Naked Single*25, 双线风筝(2-String Kite)*1, XY-Wing*2, Finned X-Wing*1, Multi Colors 1*1, XY链(XY-Chain)*2, Full House*20
563	solved	极端	11172	隐藏唯一数(Hidden Single)*5, Locked Candidates Type 1 (Pointing)*5, 隐藏数对(Hidden Pair)*1, Discontinuous Nice Loop*10, Forcing Chain Verity*4, 双线风筝(2-String Kite)*1, Almost Locked Set XY-Wing*2, Forcing Chain Contradiction*4, AIC*1, Naked Single*27, Sue de Coq*3, X链(X-Chain)*1, XY链(XY-Chain)*4, X-Wing*1, Full House*21, W-Wing*1, Naked Pair*1, Naked Triple*1, Sashimi Swordfish*1
564	stuck	-	1256	隐藏唯一数(Hidden Single)*4, Locked Candidates Type 1 (Pointing)*2, Forcing Chain Contradiction*1, 成组 AIC*1, Almost Locked Set XZ-Rule*1
565	solved	极端	6738	隐藏唯一数(Hidden Single)*3, Locked Candidates Type 1 (Pointing)*5, Naked Pair*3, Finned X-Wing*1, Finned Swordfish*2, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*4, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Discontinuous Nice Loop*5, 成组连续环(Grouped Continuous Nice Loop)*1, Multi Colors 1*1, Hidden Triple*1, W-Wing*1, Naked Single*28, 双线风筝(2-String Kite)*1, 多宝鱼(Turbot Fish)*1, Sue de Coq*2, Full House*21
566	solved	极端	5132	隐藏唯一数(Hidden Single)*10, Full House*20, Locked Candidates Type 1 (Pointing)*5, Finned Swordfish*1, 成组连续环(Grouped Continuous Nice Loop)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Forcing Chain Contradiction*2, Discontinuous Nice Loop*3, Naked Single*23, 双线风筝(2-String Kite)*1, Sue de Coq*1, Finned X-Wing*1, AIC*3, XY链(XY-Chain)*1
567	solved	极端	3548	Naked Single*15, 隐藏唯一数(Hidden Single)*16, Locked Candidates Type 1 (Pointing)*4, Discontinuous Nice Loop*3, Almost Locked Set Chain*1, Forcing Chain Verity*2, Almost Locked Set XY-Wing*1, 多宝鱼(Turbot Fish)*1, Naked Triple*2, Finned Swordfish*1, Full House*21
568	stuck	-	1640	隐藏唯一数(Hidden Single)*4, Locked Candidates Type 1 (Pointing)*3, 双线风筝(2-String Kite)*1, 空矩形(Empty Rectangle)*1, Discontinuous Nice Loop*2, Naked Single*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2
569	solved	极端	10476	隐藏唯一数(Hidden Single)*13, Locked Pair*1, Locked Candidates Type 1 (Pointing)*3, Discontinuous Nice Loop*4, 空矩形(Empty Rectangle)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Almost Locked Set XY-Wing*5, Forcing Chain Contradiction*8, Locked Candidates Type 2 (Claiming)*3, Almost Locked Set XZ-Rule*3, Almost Locked Set Chain*1, W-Wing*2, Naked Single*20, 三链列(Swordfish)*1, Naked Pair*1, Naked Triple*1, XY链(XY-Chain)*2, Full House*21
570	stuck	-	1776	Naked Single*1, 隐藏唯一数(Hidden Single)*3, Locked Candidates Type 1 (Pointing)*1, 隐式矩形(Hidden Rectangle)*1, Discontinuous Nice Loop*1, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*2
571	solved	极端	7602	隐藏唯一数(Hidden Single)*10, 多宝鱼(Turbot Fish)*1, Forcing Chain Contradiction*4, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Locked Candidates Type 1 (Pointing)*4, Naked Triple*1, Naked Single*22, 双线风筝(2-String Kite)*2, XYZ-Wing*4, Discontinuous Nice Loop*5, Finned X-Wing*1, AIC*4, X-Wing*3, 隐式矩形(Hidden Rectangle)*1, Locked Pair*1, Locked Candidates Type 2 (Claiming)*1, Full House*21, XY-Wing*1, W-Wing*1
572	solved	极端	8336	隐藏唯一数(Hidden Single)*12, Locked Candidates Type 1 (Pointing)*7, Finned X-Wing*1, Discontinuous Nice Loop*2, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Almost Locked Set XZ-Rule*2, Almost Locked Set XY-Wing*2, Forcing Chain Contradiction*8, 双线风筝(2-String Kite)*2, Naked Triple*3, 空矩形(Empty Rectangle)*1, Finned Swordfish*1, AIC*2, Naked Single*22, Full House*20
573	stuck	-	1290	隐藏唯一数(Hidden Single)*5, Locked Candidates Type 1 (Pointing)*2, 多宝鱼(Turbot Fish)*1, Forcing Chain Contradiction*2
574	solved	极端	3558	隐藏唯一数(Hidden Single)*16, Locked Candidates Type 1 (Pointing)*3, Naked Pair*1, 双线风筝(2-String Kite)*1, 多宝鱼(Turbot Fish)*1, Finned X-Wing*1, Discontinuous Nice Loop*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*1, Naked Single*16, Locked Candidates Type 2 (Claiming)*2, 隐藏数对(Hidden Pair)*1, Full House*20, 隐式矩形(Hidden Rectangle)*2, Sashimi X-Wing*1, Sue de Coq*1, XY链(XY-Chain)*1, W-Wing*1
575	stuck	-	3472	Naked Single*3, Full House*1, 隐藏唯一数(Hidden Single)*4, Forcing Chain Contradiction*5, XY链(XY-Chain)*1, Almost Locked Set XY-Wing*2
576	stuck	-	5694	隐藏唯一数(Hidden Single)*1, Naked Triple*1, 空矩形(Empty Rectangle)*1, Finned Swordfish*2, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Forcing Chain Contradiction*9, Discontinuous Nice Loop*1
577	solved	极端	4820	Naked Single*22, Full House*20, 隐藏唯一数(Hidden Single)*13, Locked Candidates Type 1 (Pointing)*1, Discontinuous Nice Loop*4, Forcing Chain Contradiction*3, Finned X-Wing*1, Almost Locked Set XY-Wing*1, Almost Locked Set Chain*1, Sue de Coq*1, 隐式矩形(Hidden Rectangle)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, 成组 AIC*1, Naked Pair*1
578	solved	极端	2384	Naked Single*19, 隐藏唯一数(Hidden Single)*12, Locked Candidates Type 1 (Pointing)*6, W-Wing*2, 多宝鱼(Turbot Fish)*1, Finned Swordfish*1, Naked Pair*2, 双线风筝(2-String Kite)*3, Full House*20, 空矩形(Empty Rectangle)*1, Sue de Coq*1, Multi Colors 1*1
579	stuck	-	2626	隐藏唯一数(Hidden Single)*4, Discontinuous Nice Loop*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Locked Candidates Type 1 (Pointing)*1, Almost Locked Set XY-Wing*2, Forcing Chain Contradiction*2
580	stuck	-	420	隐藏唯一数(Hidden Single)*5, 隐藏数对(Hidden Pair)*1, Discontinuous Nice Loop*1
581	solved	极端	9442	隐藏唯一数(Hidden Single)*16, Locked Candidates Type 1 (Pointing)*7, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*9, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Full House*21, Finned X-Wing*1, Discontinuous Nice Loop*7, 隐式矩形(Hidden Rectangle)*1, AIC*2, Sue de Coq*1, Naked Single*16
582	stuck	-	4412	隐藏唯一数(Hidden Single)*6, Naked Single*2, AIC*2, Locked Candidates Type 1 (Pointing)*3, Almost Locked Set XZ-Rule*2, 双线风筝(2-String Kite)*1, X链(X-Chain)*1, Forcing Chain Contradiction*3, Locked Candidates Type 2 (Claiming)*1, Discontinuous Nice Loop*3, Naked Triple*1, Finned X-Wing*1
583	stuck	-	2048	隐藏唯一数(Hidden Single)*7, Locked Candidates Type 1 (Pointing)*3, 双线风筝(2-String Kite)*2, Forcing Chain Contradiction*2, Forcing Chain Verity*1
584	solved	极端	6804	隐藏唯一数(Hidden Single)*13, Locked Candidates Type 1 (Pointing)*7, 双线风筝(2-String Kite)*3, 隐式矩形(Hidden Rectangle)*3, Naked Single*22, Finned X-Wing*1, Discontinuous Nice Loop*5, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Forcing Chain Contradiction*2, Almost Locked Set XY-Wing*2, Locked Candidates Type 2 (Claiming)*2, Naked Pair*1, 摩天楼(Skyscraper)*1, 隐藏数对(Hidden Pair)*1, XY链(XY-Chain)*4, XYZ-Wing*1, Full House*21
585	solved	极端	9166	隐藏唯一数(Hidden Single)*6, Locked Candidates Type 1 (Pointing)*8, Discontinuous Nice Loop*14, 成组不连续环(Grouped Discontinuous Nice Loop)*9, Continuous Nice Loop*1, Naked Pair*2, Locked Candidates Type 2 (Claiming)*1, Naked Single*27, Sue de Coq*1, XY链(XY-Chain)*4, 摩天楼(Skyscraper)*1, Full House*21
586	solved	极端	5182	Naked Single*21, Full House*21, 隐藏唯一数(Hidden Single)*11, Locked Candidates Type 2 (Claiming)*1, Discontinuous Nice Loop*2, Forcing Chain Contradiction*7, Almost Locked Set XY-Wing*1, 双线风筝(2-String Kite)*1, AIC*1
587	solved	极端	3528	Naked Single*15, Full House*19, 隐藏唯一数(Hidden Single)*18, Locked Candidates Type 1 (Pointing)*2, Naked Triple*2, 隐式矩形(Hidden Rectangle)*1, AIC*1, Discontinuous Nice Loop*5, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*1, 成组 AIC*1
588	solved	极端	6878	隐藏唯一数(Hidden Single)*12, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Forcing Chain Contradiction*4, 空矩形(Empty Rectangle)*1, Discontinuous Nice Loop*5, Almost Locked Set XY-Wing*1, AIC*3, Naked Single*19, Sue de Coq*2, X-Wing*1, Sashimi Swordfish*1, Locked Candidates Type 1 (Pointing)*2, Naked Pair*1, Full House*21, Naked Triple*1, W-Wing*1
589	solved	极端	2678	隐藏唯一数(Hidden Single)*16, Locked Candidates Type 1 (Pointing)*7, X-Wing*1, Almost Locked Set XY-Wing*1, Naked Single*21, Locked Candidates Type 2 (Claiming)*2, Naked Triple*1, Naked Pair*1, 双线风筝(2-String Kite)*2, 空矩形(Empty Rectangle)*1, W-Wing*2, 摩天楼(Skyscraper)*2, XY链(XY-Chain)*1, Full House*20
590	solved	极端	2760	隐藏唯一数(Hidden Single)*15, Naked Pair*2, 隐藏数对(Hidden Pair)*2, Locked Candidates Type 1 (Pointing)*1, Locked Candidates Type 2 (Claiming)*1, 隐式矩形(Hidden Rectangle)*2, Finned Swordfish*1, Finned X-Wing*2, Sashimi X-Wing*1, Sashimi Swordfish*1, Naked Single*19, Full House*21, 摩天楼(Skyscraper)*3, W-Wing*2, X-Wing*1, 双线风筝(2-String Kite)*1
591	solved	极端	7814	隐藏唯一数(Hidden Single)*12, 双线风筝(2-String Kite)*1, Almost Locked Set XZ-Rule*1, Almost Locked Set XY-Wing*3, Sashimi X-Wing*1, Finned Swordfish*1, Discontinuous Nice Loop*2, 多宝鱼(Turbot Fish)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Forcing Chain Contradiction*4, Locked Candidates Type 1 (Pointing)*4, AIC*1, Naked Single*23, X-Wing*2, 三链列(Swordfish)*2, Naked Pair*2, Locked Candidates Type 2 (Claiming)*1, Naked Triple*1, Sue de Coq*1, XY链(XY-Chain)*2, Continuous Nice Loop*1, 隐藏数对(Hidden Pair)*1, Full House*21
592	solved	极端	6736	Locked Candidates Type 2 (Claiming)*1, Discontinuous Nice Loop*5, Locked Candidates Type 1 (Pointing)*7, Almost Locked Set XZ-Rule*3, Almost Locked Set XY-Wing*1, 隐藏唯一数(Hidden Single)*8, Forcing Chain Contradiction*1, 双线风筝(2-String Kite)*2, Naked Single*25, Full House*21, XY-Wing*2, Sue de Coq*4, 唯一性测试 6*1, 隐式矩形(Hidden Rectangle)*1, XY链(XY-Chain)*2, AIC*1, W-Wing*2
593	stuck	-	2488	Naked Single*1, 隐藏唯一数(Hidden Single)*1, X-Wing*1, Discontinuous Nice Loop*4, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*1, Locked Candidates Type 1 (Pointing)*1, Almost Locked Set Chain*1
594	solved	极端	5280	Naked Single*19, 隐藏唯一数(Hidden Single)*15, Sue de Coq*1, Discontinuous Nice Loop*1, Almost Locked Set XZ-Rule*3, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Almost Locked Set Chain*1, Forcing Chain Contradiction*4, Locked Candidates Type 1 (Pointing)*2, Almost Locked Set XY-Wing*1, Full House*21, 双线风筝(2-String Kite)*2, 空矩形(Empty Rectangle)*1
595	solved	极端	3244	隐藏唯一数(Hidden Single)*12, Locked Candidates Type 1 (Pointing)*6, 隐式矩形(Hidden Rectangle)*2, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Almost Locked Set XZ-Rule*4, Locked Pair*1, Naked Single*25, AIC*2, Full House*19
596	stuck	-	4920	隐藏唯一数(Hidden Single)*5, Locked Candidates Type 1 (Pointing)*3, Discontinuous Nice Loop*1, 成组 AIC*1, 成组不连续环(Grouped Discontinuous Nice Loop)*6, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*4
597	solved	极端	9750	隐藏唯一数(Hidden Single)*21, Discontinuous Nice Loop*3, Finned Swordfish*2, 成组不连续环(Grouped Discontinuous Nice Loop)*6, Forcing Chain Contradiction*9, 隐式矩形(Hidden Rectangle)*2, Locked Candidates Type 1 (Pointing)*6, Finned Jellyfish*1, 成组 AIC*1, 空矩形(Empty Rectangle)*1, Naked Single*13, W-Wing*2, Finned X-Wing*2, Locked Candidates Type 2 (Claiming)*1, Full House*21
598	stuck	-	1900	Discontinuous Nice Loop*1, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*2, 成组不连续环(Grouped Discontinuous Nice Loop)*1
599	stuck	-	5762	隐藏唯一数(Hidden Single)*3, 摩天楼(Skyscraper)*1, Locked Candidates Type 1 (Pointing)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Almost Locked Set XZ-Rule*2, Almost Locked Set Chain*1, Forcing Chain Contradiction*7, Forcing Chain Verity*1
600	solved	极端	8172	隐藏唯一数(Hidden Single)*18, Locked Candidates Type 1 (Pointing)*4, Naked Pair*1, 双线风筝(2-String Kite)*1, 多宝鱼(Turbot Fish)*1, AIC*1, Finned Franken Swordfish*1, XYZ-Wing*2, Discontinuous Nice Loop*2, Forcing Chain Contradiction*6, Almost Locked Set Chain*2, Hidden Triple*1, 成组不连续环(Grouped Discontinuous Nice Loop)*4, Naked Single*14, 空矩形(Empty Rectangle)*1, W-Wing*1, 隐式矩形(Hidden Rectangle)*1, Sashimi Swordfish*1, Full House*21, Locked Candidates Type 2 (Claiming)*1
601	stuck	-	1680	隐藏唯一数(Hidden Single)*15, Naked Triple*1, 双线风筝(2-String Kite)*1, 多宝鱼(Turbot Fish)*1, 空矩形(Empty Rectangle)*1, Forcing Chain Contradiction*2
602	solved	极端	13912	隐藏唯一数(Hidden Single)*13, Locked Candidates Type 1 (Pointing)*4, 空矩形(Empty Rectangle)*1, Almost Locked Set Chain*1, Forcing Chain Contradiction*13, 成组不连续环(Grouped Discontinuous Nice Loop)*5, Discontinuous Nice Loop*6, 双线风筝(2-String Kite)*1, Almost Locked Set XY-Wing*1, Forcing Chain Verity*1, 摩天楼(Skyscraper)*1, Naked Triple*2, Almost Locked Set XZ-Rule*1, Locked Candidates Type 2 (Claiming)*3, Naked Pair*2, AIC*1, Continuous Nice Loop*1, XY链(XY-Chain)*2, XYZ-Wing*1, Naked Single*19, Full House*21, X-Wing*1
603	stuck	-	450	隐藏唯一数(Hidden Single)*5, Locked Candidates Type 1 (Pointing)*2, Locked Candidates Type 2 (Claiming)*2, Naked Pair*1, 多宝鱼(Turbot Fish)*1
604	stuck	-	1808	隐藏唯一数(Hidden Single)*2, Locked Candidates Type 1 (Pointing)*1, Discontinuous Nice Loop*1, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*1, Forcing Chain Verity*1, 双线风筝(2-String Kite)*1
605	stuck	-	2300	隐藏唯一数(Hidden Single)*5, Locked Candidates Type 1 (Pointing)*3, Naked Triple*2, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*2
606	stuck	-	3254	Locked Candidates Type 2 (Claiming)*1, Naked Pair*1, Naked Single*1, Finned Swordfish*1, Discontinuous Nice Loop*3, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Forcing Chain Contradiction*2, Forcing Chain Verity*1
607	solved	极端	9406	隐藏唯一数(Hidden Single)*18, Locked Candidates Type 1 (Pointing)*5, 双线风筝(2-String Kite)*1, Discontinuous Nice Loop*8, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Forcing Chain Contradiction*9, Forcing Chain Verity*2, Locked Candidates Type 2 (Claiming)*3, AIC*1, Naked Single*15, Full House*21, X-Wing*1
608	solved	极端	6820	隐藏唯一数(Hidden Single)*10, 双线风筝(2-String Kite)*1, Finned X-Wing*2, Discontinuous Nice Loop*8, Almost Locked Set XZ-Rule*4, Forcing Chain Contradiction*2, Locked Triple*1, Locked Candidates Type 1 (Pointing)*5, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Naked Single*24, Full House*21, Naked Pair*1, 隐式矩形(Hidden Rectangle)*1, Almost Locked Set XY-Wing*1, AIC*1, Continuous Nice Loop*1
609	stuck	-	1328	隐藏唯一数(Hidden Single)*2, Locked Candidates Type 1 (Pointing)*2, 双线风筝(2-String Kite)*2, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Almost Locked Set XZ-Rule*1
610	stuck	-	1432	Naked Single*1, 隐藏唯一数(Hidden Single)*2, Locked Candidates Type 1 (Pointing)*3, 双线风筝(2-String Kite)*1, Sashimi X-Wing*1, Finned Swordfish*1, Forcing Chain Contradiction*1, Sue de Coq*1
611	stuck	-	1732	Naked Single*1, 隐藏唯一数(Hidden Single)*2, 多宝鱼(Turbot Fish)*1, Discontinuous Nice Loop*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Forcing Chain Contradiction*2
612	stuck	-	9568	隐藏唯一数(Hidden Single)*7, Locked Candidates Type 1 (Pointing)*2, 多宝鱼(Turbot Fish)*1, Finned X-Wing*2, Almost Locked Set XZ-Rule*3, 双线风筝(2-String Kite)*1, Forcing Chain Contradiction*8, Almost Locked Set XY-Wing*3, Sashimi X-Wing*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Forcing Chain Verity*4, Discontinuous Nice Loop*1, Sue de Coq*1
613	solved	极端	5156	隐藏唯一数(Hidden Single)*14, Finned Swordfish*1, W-Wing*2, Discontinuous Nice Loop*4, XY-Wing*1, 空矩形(Empty Rectangle)*1, XY链(XY-Chain)*2, Finned X-Wing*1, 成组 AIC*1, 成组不连续环(Grouped Discontinuous Nice Loop)*4, Forcing Chain Contradiction*1, Naked Single*19, Locked Candidates Type 1 (Pointing)*2, Locked Candidates Type 2 (Claiming)*3, Full House*21
614	solved	极端	6264	Naked Single*22, 隐藏唯一数(Hidden Single)*8, Locked Candidates Type 1 (Pointing)*2, 空矩形(Empty Rectangle)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Forcing Chain Contradiction*3, Finned Swordfish*1, Discontinuous Nice Loop*5, 摩天楼(Skyscraper)*1, XY链(XY-Chain)*4, Sue de Coq*2, XY-Wing*1, Locked Candidates Type 2 (Claiming)*1, Naked Triple*1, 隐式矩形(Hidden Rectangle)*1, Full House*21
615	stuck	-	2864	隐藏唯一数(Hidden Single)*1, Locked Candidates Type 1 (Pointing)*1, 双线风筝(2-String Kite)*2, Finned Swordfish*1, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*4
616	solved	极端	9054	隐藏唯一数(Hidden Single)*12, Locked Candidates Type 1 (Pointing)*5, Discontinuous Nice Loop*9, 成组不连续环(Grouped Discontinuous Nice Loop)*5, Forcing Chain Contradiction*4, Forcing Chain Verity*1, 空矩形(Empty Rectangle)*2, Naked Single*24, XYZ-Wing*1, Locked Pair*1, Finned X-Wing*1, 隐式矩形(Hidden Rectangle)*1, Continuous Nice Loop*1, X-Wing*2, AIC*1, Full House*20, W-Wing*1, XY链(XY-Chain)*1
617	stuck	-	1706	隐藏唯一数(Hidden Single)*4, 双线风筝(2-String Kite)*1, Multi Colors 1*1, Forcing Chain Contradiction*2, 成组不连续环(Grouped Discontinuous Nice Loop)*1
618	stuck	-	4040	隐藏唯一数(Hidden Single)*5, Locked Candidates Type 1 (Pointing)*1, Discontinuous Nice Loop*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Almost Locked Set Chain*1, Forcing Chain Contradiction*6
